initial_state_id,path,kernel_ref,kernel_version,artifact,artifact_row,variant,source_sha256
704,d0.f3.r3.-f0.-r0.d2.r1.-r3.d2.r1.d1.r0.-d3.f3.-f0.r0.r3.f3.r0.r3.-d2.r1.-d2.r3.-r1.-d0.-f1.d2.f1.d0.-r3.-f0.-f3.d2.f0.r0.-f0.-d2.-d1.d3.-f2.d3.f2.-d3.r1.-d3.-r1,levtsvetnoy/beam-search-with-touch-bfs-radius-sweep,2,cayleypy_public/output/solutions/all_solutions.csv,2,original,686ab22008d220cbaa87691f98ba14d47960b6021e1b3954a37053c6583b1ed5
704,f0.f0.r3.d2.-f2.f0.d1.-r0.d1.-r0.f0.d3.r0.d2.r2.f1.-r0.r3.r0.-f2.r2.-r0.f2.f3.r1.-f3.-f2.-d3.d2.-f0.d2.-f3.-r2.d0.r2.d3.r0.f2.-f1.d2.f1.-f2.-r2.d3.-f1.-d3.-r0,ivanstreshinsky/cayleypy-collector-mode-example,9,cayleypy_public/output/solutions/all_solutions.csv,2,original,ae9361e18b5dd25292210bf911bc728b03a3f22c008c3b8763a70f691aa731e7
704,f1.f2.-d0.-r2.-d3.d2.f1.r1.-f1.-f2.r3.-f2.-r0.-r3.r3.r2.-r2.r1.f0.r1.f1.r1.d0.f2.r3.-f2.r3.r0.-f3.-f2.-d3.r2.f1.r3.r3.r1.-d2.d1.d1.-f2.-f3.-d0.-d3.f1.d0.d1.-d2.r3.-r2.d1.f1.f2.-d1.-d2.r0.-f3.-d3.f0.d3.f1.d3.-r0.f3.-r3.f0.f2.r3.-f3.r1.d3.-f0.-d3.r1.-r1.-d1.r3.-f0.-r3.r2.d2.f1.-r1.d1.-f0.f3.r3.-r2.d3.-r0.f0.-f3.-f2.r1.-f1.f3.d3.-f3.-d3.d0.f2.r3.-d3.-f3.-r0.-r3.-f1.f0.d0.d1.-f2.d0.f2.-r2.d0.r3.-d1.f0.r3.d2.r2.-f0.f0.-f2.f1.-d3.r1.-f0.f2.f3.d1.-f2.-d2.f3.d2.r3.-d0.-r1.f2.-r1.r2.-d2.d2.-r2.-f1.d2.-r3.-d2.-r2.-d1.-f0.r3.-r0.-f1.d1.-r0.d2.-r1.r2.-r0.-r2.-r2.-r3.f2.-f1.f2.-f0.r0.-f0.r1.d2.d3.r2.f1.r1.f3.f3.-r3.-f0.d3.-f1.d1.r3.-d3.-f3.r1.r1.-r1.f2.-d2.-r1.r2.d1.-f2.-f2.r3.-d0.-r2.f1.-d3.-d0.-d1.d2.-r3.-f3.-f3.-f0.r2.r0.r3.d3.-r3.d3.-d0.d2.r2.d2.r1.-r2.r1.-r2.r0.r1.d0.-r0.-r1.-d3.f0.r1.f2.r1.-f1.-d2.f3.d1.-f1.f3.f3.-r2.d3.r1.-d3.f0.r1.f1.d1.f1.r0.f2.-d0.-d2.-r0.r1.-r1.-r0.f3.-r3.r1.d1.-d1.-d2.d0.f3.d3.-r0.f1.-r1.f3.d2.d1.f1.r2.-d3.-f1.r2.f0.-r1.f2.-d1.-d3.-d2.-d1.r3.f3.f3.r1.f3.-r0.f0.-f2.r3.-r0.f1.-d0.-r3.-f0.d2.-d0.-f0.-r0.d2.f3.-f1.d0.d3.-r0.r1.-r0.-r3.-f3.d0.-r1.-d1.-f3.f1.-d3.-d0.-d0.-d2.d0.-d3.-d2.f2.-f1.f1.d0.f1.-d0.d1.r0.-r0.-r2.r3.-d1.r2.d2.r1.f2.d3.-r0.d3.-r3.r1.d3.d0.-f3.f2.r0.-d0.r1.-r3.-d1.-d2.d3.r3.-d1.-r3.r1.d0.-f0.-d0.-d2.f2.-f0.-d0.d2.-r2.-f2.-r2.d1.-f0.-r3.r0.d0.-f0.d2.-f2.-d0.f0.f1.d3.-d1.d3.-r0.-d2.-f1.d3.-r2.d2.-f1.f2.f1.-r2.-r0.d3.-f3.-f2.-d3.f1.r2.f1.-r1.r0.-d2.r2.-f2.f3.-f2.f2.r0.-r1.-r2.r2.-d1.-r1.r1.f2.d3.-d3.-d1.-d2.-f3.d1.r2.-d0.r1.r1.-f3.-r3.d2.-r2.-d1.-f2.-d3.f1.r1.-d1.-f2.-f3.-f1.d3.f2.f2.-r2.d2.f3.-d2.-d0.f0.-d1.-f1.-f2.d0.-r1.r3.f1.-f0.d3.r0.d2.-f0.f1.r3.f2.-f0.r1.f3.r3.f1.-f1.f0.d0.f0.-d2.-r0.f3.d1.r3.f2.-d3.-r1.f2.d2.-r0.-r2.r3.-f0.-r0.d2.-d1.-r3.-d0.-r2.-r0.-d3.-d0.f2.-d2.r2.f3.d2.d0.d3.f3.-d2.f0.d2.-f1.r1.f2.-f3.-d0.-r2.d1.d0.f2.-d0.r1.f3.d1.-d1.-d0.f1.-r0.d0.r0.r3.-r1.r3.f3.-d1.f1.r0.-d2.-f2.-r0.r0.f3.-d0.d1.d1.f1.d0.d3.-d2.f1.-f0.f1.f1.-f2.d3.f2.r2.-d1.-f3.-f3.-r1.-d3.d0.-d2.-d2.f0.-r0.-r3.-r1.d3.-r1.-f3.-f1.d0.d0.d1.-d3.-d0.f3.r1.f0.r1.-r3.-d3.-d2.d0.d0.r2.-d0.d1.-r1.-d1.r0.d3.-d3.-r2.-r1.-f1.d3.d2.-d2.r1.-f2.d2.-f0.-r1.r2.-r2.-f2.d0.f2.-d0.f0.-f0.-f2.r2.r0.r3.-d1.d3.f0.r2.-r2.-d0.d1.f2.-f2.d1.d1.r3.-f2.d0.-d0.-d2.-d1.-f2.-f2.f2.r2.r3.-d0.-f0.d3.d3.r0.r2.f2.r0.f3.-r3.-f0.-r0.d1.f0.-d2.-r3.-f0.r2.-d2.d1.r1.-d0.r2.-r3.d3.r3.-r1.f1.-r1.f2.-f1.r1.f1.r3.-r1.-r1.-d3.r2.-r3.f0.r0.r0.f0.-r1.-f3.r2.-f1.-r3.-r2.-f0.-d0.d0.d2.-r2.f2.-r0.r1.-f0.d3.r2.d2.-d0.-d0.r3.r2.d3.r0.-d0.d2.-d3,trydotatwo/cayleypy-2xt4-444-example,8,cayleypy_public/output/submission.csv,706,,9d28ba08e3eb930afc2b8386ddbe14fe40456d29df11bd9fc879a554b333d1e8
705,-r0.r2.f3.f1.-r3.-r1.d2.-r3.d0.-f0.d3.f0.-r1.-d2.-r1.r3.d3.-f0.-d3.f0.-r1.-r2.-f0.-d3.-f0.d0.-f2.-d0.d3.-r0.-d3.d0.f2.d3.r1.f3.d0.-f3.d1.f3.-d0.-f3.-f2.-d3,ivanstreshinsky/cayleypy-collector-mode-example,8,cayleypy_public/output/solutions/all_solutions.csv,2,original,54dcfeab6a73c3725d75dd88a7d917e008e016a564801d64f99293a9d85455e0
705,-r3.-r2.d2.-f3.-f2.d0.-r2.-r2.-f0.-r0.-f0.-f1.d0.f3.d2.-d3.f1.r1.d0.-r1.-d0.-f0.-f1.r2.r3.d0.-r2.f0.-r2.d1.-r2.-d0.r2.d0.r0.-d2.f2.r2.f2.f2.-r2.-f0.-r2.f0.r2.f2.d2.d2,levtsvetnoy/beam-search-with-touch-bfs-radius-sweep,2,cayleypy_public/output/solutions/all_solutions.csv,3,original,686ab22008d220cbaa87691f98ba14d47960b6021e1b3954a37053c6583b1ed5
705,d3.d1.-r2.-f2.d3.-d3.f3.-r2.r2.-r1.r2.f0.r2.-d0.d1.-d1.-r3.-d1.d3.-r3.r3.-f2.-f3.r2.-f0.-r0.f1.r0.f2.r2.r2.-d2.f1.r0.-d0.-d1.f0.d3.-r0.-d0.-d1.f1.-d3.f2.-f3.-r3.d3.-f0.-r2.-r3.r0.-f1.r0.-r0.-f2.-f0.d2.f2.-d2.-d2.-d2.-r2.-r1.r1.-f0.r0.-r3.r2.f3.-f3.r1.-f3.r0.-d1.-r3.d2.-r3.-f1.r1.f0.-d2.-r2.-f3.-f2.-d2.-d0.-f1.d1.-f0.d0.f3.d1.d1.-f3.-d2.-r3.-d0.-d2.-d3.f3.-d0.d3.-d0.-r0.-f0.-f3.-r1.-d3.-d0.r3.r3.r3.d0.f0.-d2.f2.-d2.-f0.-d2.-f2.-r1.-f2.d0.-d2.f3.-d0.-r1.f1.-r3.-f1.r1.r3.-r2.-f3.-f0.-f2.-r0.d0.-d1.f1.-r3.d2.f0.-r0.r3.-d2.-r0.-r2.-f2.r1.r3.r0.-d3.f1.-r2.r2.-r1.-d3.-d2.f0.r1.d1.d1.-d1.f3.-r1.r3.d2.f1.-r3.-d3.-f2.-d0.-f2.-f3.r1.-f1.-r2.f2.-r3.d3.-f0.-r2.-f1.-d3.d0.-d0.f0.f0.-r3.-d1.-r3.r0.-r3.-r0.f2.-r1.-d2.r2.-r1.f3.d2.d1.-d0.f1.-d1.r3.f2.-f0.-r0.r3.r2.r3.-r0.f3.f0.-f1.-d0.r2.-d2.-r1.r2.-d3.-d3.-f1.-d1.f1.d3.r2.f1.d3.-f3.d0.-f1.-r2.r3.-d3.d1.r0.r2.d2.-f3.-f1.d3.-r3.d1.d3.-d1.-f1.-r0.f1.r3.-r0.f3.-r1.-f2.-r0.-d2.-f1.-r3.-r2.f1.-f2.d2.d0.d0.-d2.-f1.f1.-f2.d2.-r2.r0.-r2.-f2.f1.-f3.r2.d2.-d2.-f1.r1.-d1.-f0.f1.f0.-d3.-f0.d1.f1.-r2.-d1.-r2.-r1.-d3.f1.r2.d0.f1.d2.d2.-f0.d3.r1.f2.f1.-d0.-f3.-f0.f0.r2.-r2.d3.-f1.-d3.r3.-f0.-d1.-f0.d3.f0.r1.-f3.-d2.-r2.-d3.-d1.r3.-f2.d1.d2.-d3.d1.-r0.-f0.f1.-d2.-r2.r3.d1.f1.r2.-r3.d2.r0.-d0.d3.-d2.-r2.-f2.f3.d0.r3.-f0.d1.d3.-d0.f3.r3.d0.-f0.-f2.r2.r0.d2.-f0.f1.-r3.-d1.f3.r2.-f1.-r3.-r2.d2.d1.-r2.-f0.-f0.-f3.r2.f2.d1.d2.d1.r1.r3.-r0.-f2.f1.d2.d2.-d1.d3.d3.r1.-f1.-f0.r0.-d2.-d1.-d1.-f1.-r1.f1.-r0.r1.-f1.d3.f1.-f1.-f2.d2.-f1.f0.-d2.-r3.-d1.-d2.r0.d0.-d2.-f0.-f1.f1.f0.-f2.f2.r0.-d2.r2.d1.f2.r0.f3.-r2.r3.f1.d0.f1.f0.r2.f2.-r3.r0.d1.r0.d2.-d1.-f0.-f2.-r2.f1.-f3.r2.-f3.r0.-r0.-f2.-f3.r3.r0.f1.-d3.-d3.-d3.d1.-d3.r1.f2.d3.-d1.-d3.d1.-f0.f1.d1.-f1.-r0.-f1.f3.-r1.-r3.r3.-d2.r2.-f0.-d3.-d1.-d1.r1.-f1.r1.d3.-d0.r0.d0.d3.d3.d2.-r1.r2.r0.r2.-f2.-r0.d3.d2.-f1.-r1.-f0.-d3.-f0.-r1.-f1.-d0.f0.-f2.-r2.-d0.f2.d2.-d0.r1.-d2.d3.-r1.r1.-f2.d3.-r3.f0.r1.-f1.f2.d0.-d0.f1.-f2.-r2.-r2.-d1.-f2.-d0.-r0.d3.-d2.-d3.r0.d1.r2.r0.r1.d3.r0.f2.d3.d1.-f1.-r1.f2.-r1.r2.r1.-f1.-d0.f3.r3.r2.-d0.d2.d1.r2.-r0.-r3.-f1.-r2.-f3.d3.d2.d1.r2.f0.-r3.f1.d0.-d3.-f2.-r0.-f0.-r2.-r3.-r1.-f0.-d2.-d2.-d1.d2.-f3.-r3.d1.-d3.-d0.-d1.-d0.-f1.-f3.f3.-f1.-f0.f0.-r2.d3.-f2.-r3.r3.d2.d1.-f2.-r3.-d0.-r0.f0.-r3.d2.-d2.d3.-r1.-r2.r1.f0.f3.r2.r2.-d3.-r3.r1.-f2.-d3.-f2.d2.-f2.f1.-r2.-f3.r1.f0.r1.d0.-r2.-r3.-f2.-d3.f3.-r0.f1.d1.-d0.-r0.r2.d3.f0.-r3.-d2.f3.d3.f3.-f2.-f2.-f0.r1.-f2.r1.d0.d2.d1.-f2.-f2.d2.f3.-d1.-r0.-d0.-r1.-d1.-d0.-d1.d0.d1.-d2.f2.-f0.r3.-r3.d3.f3.-d1.f2.-d2.-d2.d3.-f0.-d1.-r0.r3.f3,trydotatwo/cayleypy-2xt4-444-example,8,cayleypy_public/output/submission.csv,707,,9d28ba08e3eb930afc2b8386ddbe14fe40456d29df11bd9fc879a554b333d1e8
706,-d0.f0.-d0.-f2.r1.d3.-r2.f2.f2.r0.d3.f0.-r0.-d1.r0.-r2.-d0.r2.d3.-f2.-r0.-d1.r2.r2.-d2.f2.-d1.-d1.-f0.-r2.f0.f1.d2.-f1.d2.f0.r2.-f0.-r2.d2.-d1,levtsvetnoy/beam-search-with-touch-bfs-radius-sweep,15,cayleypy_public/output/solutions/all_solutions.csv,2,original,b9ace120f9e97dc2c3b906fc914d86f6a59778fe2e68e5c81616ae152e998a41
706,-f2.-f0.r3.-r2.d3.-f2.-d2.-f1.-f1.-d0.-d3.-f0.-r3.-d3.-r3.-r3.d0.f3.-r3.d1.-f3.-r3.r1.f1.f3.-r1.-f3.-d2.r1.-f3.-r1.d1.r1.-d1.-r1.r2.d0.r1.d3.-r1.d2.-d3.-d0.d1.r1.-d1.-r1,levtsvetnoy/beam-search-with-touch-bfs-radius-sweep,2,cayleypy_public/output/solutions/all_solutions.csv,4,original,686ab22008d220cbaa87691f98ba14d47960b6021e1b3954a37053c6583b1ed5
706,f1.r0.f0.-d1.r2.-r3.-r1.d1.-d2.f1.-d1.-f0.f1.-r0.-r1.f1.-d1.-d2.r0.r1.f1.d3.-d1.-d2.-r1.-d0.-f3.f0.-d3.-f0.r0.f2.-d2.f2.f0.d3.r1.d1.-f1.f3.f0.f0.-r3.-r2.r1.r3.-f3.r1.f0.-d3.-d1.-r2.f1.-d3.-f1.r3.-f0.-r1.r3.d2.f3.-f1.-f3.d2.-r1.r2.r1.-d2.r1.r0.-d0.f3.-r3.d1.-d2.-f3.-f3.-r2.f0.-f1.r2.d0.d3.-f3.f1.-d3.d0.-d3.-r3.-f0.-f0.-r3.-d0.-d1.-d0.d2.r0.f3.f0.-f3.-r3.-d3.-f2.-f0.f2.-d2.f3.f0.r3.-f1.r0.-r3.f1.-f2.f3.-f0.-d2.f1.d2.d3.d1.-f0.-r0.r1.f0.r3.d0.f1.r0.f1.d3.-d0.-d3.f2.f1.-f1.-d1.-f1.-r1.-r1.r2.f2.d0.-f0.f3.-f3.-d3.f2.-d3.r0.f1.-f1.-f3.-f3.d3.f3.-f0.f3.-r0.f1.-r0.r1.-f1.-d0.d1.f3.-f2.d3.f1.-f3.d1.f3.f2.-d2.-d2.-r2.f0.r2.r0.-r2.-d3.-r1.-d0.-r2.-f1.f0.-f1.-f1.f3.d1.-f1.r3.d0.f0.r3.-f2.-r1.-f2.-f3.r2.-f0.r2.f1.r2.-d3.f0.f0.d2.f2.-f0.-r3.-d0.-r3.d2.-r2.-f2.-r0.d3.-d3.f1.-d2.-d1.-r3.-f1.-r3.f2.r3.-f2.r2.-f0.-f3.-f2.r1.-d1.-f2.-r0.-f0.d2.-d2.r3.-f3.-r2.r2.d0.-f2.f2.-f0.-d1.f1.d0.-d0.f0.-f0.r2.-d1.-d1.-f2.-d1.f2.d1.-d3.-d2.-d1.-r0.-d1.f2.-d2.-d3.d2.-f3.-d3.-r1.r0.f3.f0.r2.-d2.d0.-r0.-f0.-d2.r1.r0.-d2.f1.r2.f3.f1.d1.-d2.f3.r2.r1.-f0.r3.f3.-r0.-d2.-f3.-r0.-f1.f1.-r2.d0.-r0.-r1.r0.r1.-r3.-d3.-f0.-d0.d0.r2.r0.-r3.-f1.r1.r1.-r1.-r3.-d0.d2.d0.-r1.f1.-f1.f3.-d0.f1.d1.-r1.-r0.d3.f2.d3.-r0.-f2.-f2.-r3.d3.d0.f1.-r0.-r1.-d3.f0.d1.-r2.d1.-r3.d3.-f2.-f2.-d0.-f2.-f1.f3.f0.-r1.d2.d0.r2.r0.-r2.r1.-r3.-f3.-f0.-d2.f3.f2.-f3.-d0.-f3.f0.d3.d2.-f0.-r3.-f1.-f3.-f0.-d2.-r2.f1.-r0.f3.f1.-d2.-f1.f1.r0.-r2.-r0.-r2.r1.f0.f2.f2.-r2.-r3.-d3.-d1.d1.-d0.d0.-d2.-d0.r0.d3.d0.f3.-d0.r2.f1.-r3.-d3.-r3.-d1.d3.-f1.f0.d0.f3.d1.f2.r3.d0.f2.-d1.f1.f2.-d2.d2.d1.f2.-r2.-f2.-f1.r0.-r0.-d2.-r2.-r1.d1.r0.-f1.d0.d3.f1.r2.d3.f3.d3.-r0.-r2.-f0.f2.-f3.-f0.-f1.f2.-r1.d0.-d2.-d1.-f1.-r2.-r3.-r1.f3.-d1.d1.f1.f2.f2.f0.d1.r0.d0.-f3.d1.r1.-r2.f1.-f1.f0.d2.d2.-f1.-d1.-f0.-d3.d3.-r1.r3.-d1.f0.r3.-f3.d2.-r2.-f1.f3.-f3.r1.-r1.-d1.-f2.-f1.f3.-f0.-f0.f2.-r2.r2.-d2.-f1.-d3.r3.d2.-d2.-r2.d2.-r2.-r3.-d1.-f1.d1.-d3.-d0.r3.r3.r1.-r2.d2.d0.d2.-d0.r0.-d3.-f1.f2.d1.-f3.d0.-d1.-d3.-f3.d0.-r3.f1.-d0.f3.-f0.r3.r0.-r1.d0.f2.r3.d0.f0.-f0.-d2.r1.r0.r2.r0.-r2.d3.-d3.d2.d2.d2.-r3.-f0.-r3.r1.-r3.-r1.f3.-d2.f3.r1.-f3.d2.f2.f0.d3.f3.r1.-f2.-f3.f2.-d3.-r1.-f2.-f0.f2.d0.d2.-r1.r0.-f0.d3.-d3.d1.f2.-d0.d3.-r0.-d3.-f1.f0.-r3.-f1.r1.-r1.-r1.-d0.f3.r0.r1.d0.d3.-d2.-r3.-f3.f1.f0.f2.r1.-r2.-r0.-r2.-f2.-d3.-f2.-d1.r2.-f1.-d2.f2.-f0.-f0.d1.-f0.-f2.-r3.-d2.-f0.-d2.-r1.-f1.f2.-r0.-d3.f2.d0.-r1.-f1.-r1.-d3.-r3.-d2.r1.f3.r0.-f1.r2.-f2.f1.-d3.r3.-d1.-f0.-f1.-d1.d0.d1.-r0.-r2.r2.-d1.f1.r2.-r1.-r0.-f0.-f0.d1.d2.-d0.-r1.d1.-r2.r0.-f3.-d0.-r2.r1.r0.r2.-r1.-f2,trydotatwo/cayleypy-2xt4-444-example,8,cayleypy_public/output/submission.csv,708,,9d28ba08e3eb930afc2b8386ddbe14fe40456d29df11bd9fc879a554b333d1e8
707,-d0.f2.-f2.f0.-d2.d0.-f3.-d2.f2.-d2.-f0.-d1.d0.-d2.f3.r0.r3.-d3.f0.-d0.d3.f0.d0.-f1.r3.d0.d3.r3.-f2.-r0.-r2.r3.-r0.f1.-f2.-r1.r3.r0.-f2.-r1.r3.f3.-d3.r2.-r2.-r2.r1.-r1.r3.-d0.f2.-r1.f2.f1.-d3.-f2.-d3.f3.-r0.r1.-r3.f2.d2.-d1.-d0.r3.-r0.d3.-r2.-r0.r3.-r2.-r3.r0.f0.-f3.r2.-r3.r3.r1.-d1.r2.f1.-d2.d2.-f2.-f0.r1.-f2.-r2.r0.-r0.r1.d3.f1.-f2.-r2.-d0.-r3.d0.-d0.-d0.-f1.d1.d0.-f3.d0.r2.d2.f0.-r3.-d1.r2.d3.-d0.d3.-r3.-d2.-d2.r0.f3.-r3.r0.-r2.-r0.-r3.-f3.r1.-d3.-d1.-d3.f0.r0.f2.-r1.d3.-d0.d1.-d2.r2.f2.-f1.r3.d3.-r0.-d0.r1.r2.-d0.-r2.d1.-r1.-f1.-f1.-d2.f1.r2.f2.f1.-f2.-r0.d2.f1.d1.-r2.d1.-d0.f0.-d3.f2.-d1.-d1.r2.r0.f0.r1.r0.-f2.-f1.-f3.r3.-d3.-f2.r3.r3.-f0.r1.d2.-f3.r3.-r3.d1.f0.-r0.f3.f0.-d2.-d1.f3.-f1.-f1.-d0.-f3.-d1.-r3.f2.r1.r1.r3.r3.-f0.d2.-d2.-d1.-d1.r0.-f3.-d1.r1.-f2.-d1.-r1.f0.d3.-r0.-d0.-r0.-d3.-r3.d2.-r1.f2.d0.-f2.-f3.r2.f1.-r3.d1.-f2.f0.d1.r1.-d1.-r3.-d0.-d3.d2.d3.-d2.-f3.-f0.f3.d3.-r0.r2.-d0.-f2.f0.-d0.-d2.-r3.f3.d2.-d0.r0.r1.-d0.d0.-f1.f2.r1.d2.-d1.d2.-r1.f0.-d2.r2.d0.d3.-d0.-d2.f3.-f0.r0.-f0.f0.r3.f0.f2.-f1.r1.f3.-f2.-d2.-f1.r0.d3.r3.f3.-f1.-r2.-d3.f0.f2.-r1.r2.-d0.r3.-f3.f2.r0.d2.-r2.d3.-r3.d0.-d2.-r1.f0.r1.f1.-r3.-f2.d2.r2.-f3.-f2.-f2.-d1.f3.-f3.r3.-f3.d3.f0.f3.-r1.d3.r0.d2.-d3.-f1.-d3.-d0.d3.f2.d3.d2.f3.r1.f1.r0.f0.-d1.r2.-d1.d0.-d2.-d0.f0.r1.d0.d2.-r1.d0.-f0.-f3.d0.-d2.f1.-f3.-d1.r2.r0.f1.-f3.-f3.d0.-d1.-f3.r1.d2.-r3.f0.-r2.-r3.d0.-f1.-d3.f2.-d1.-d3.-d0.r1.-d3.r0.r0.-d0.-d2.-r1.d2.r1.d0.-f0.-r1.f3.-r1.d2.-r1.-d1.-f1.-f2.-f1.r0.-r1.-r2.-d1.-r1.-d3.-r3.d0.f1.-r3.f0.-f3.d0.f0.-r3.f0.d2.-d2.f3.-f3.f3.r1.r2.f1.r1.d1.-f3.-d0.d0.-d3.-r1.r1.-d3.f3.f3.r2.d3.f0.-r0.f1.r2.-r3.-d1.-r3.f1.f0.-f0.r1.-f0.r0.-d3.r0.f2.-f3.d1.-f3.-f1.-f1.r2.f2.f2.-f1.r1.-f2.-r0.f0.r2.r2.d2.d3.-f2.f3.f3.f0.-r1.-f3.d1.-f0.-d1.r3.-r0.-d1.d3.-r3.-f3.f2.-f2.d0.-d1.-d3.d2.d0.r0.d3.-f2.f1.f2.-r3.-r1.-r2.r3.-r0.f2.d2.d2.r0.-r3.d3.r0.-r2.-d2.f2.r2.-r1.-d0.-d1.-d3.-f2.d0.d1.-r0.-d2.-d1.d2.-f0.d3.f3.-d3.d3.d2.-d1.-f3.-f2.d2.-r2.-f3.d3.-d0.-f3.r2.f0.-f0.-f0.-r0.d3.-r3.-f0.-f1.r3.r2.f2.f3.-f3.r1.-f2.r0.d1.-f3.f0.d2.d3.-r3.-r3.f1.-r0.f1.r0.r3.d0.f0.f0.d2.d3.-d2.-d1.f2.-d3.f0.d3.d1.-f3.-f3.-r0.-f3.-f2.-f2.f3.-f2.-f1.-f0.d1.-f1.f1.f3.-f1.r2.f3.-d0.d1.-f0.r3.-f2.-r2.-d0.r1.d1.-r3.-d0.f2.-r3.d2.d0.r2.-r0.-d2.d3.-r0.-r0.d2.-r0.d2.-d3.r2.-r0.f1.r1.f3.-d3.-d1.f2.-d2.r0.-r1.-f0.d3.-d3.-d0.-f1.f2.r2.f2.f2.-d3.-r1.-f1.f2.-f2.-r0.f3.-d3.d0.f1.-f3.-r2.r0.-d3.-r2.-f3.-r2.d1.f1.d3.-r3.-f3.-f2.d1.-r3.r2.d1.-f2.d3.d0.-d2.f0.d1.f0.-d2.-r3.-f0.-r0.d2.-r2.-r2.-d3.-f0.r0.-r3.f3.f2.-f1.r2.-r2.r2,trydotatwo/cayleypy-2xt4-444-example,8,cayleypy_public/output/submission.csv,709,,9d28ba08e3eb930afc2b8386ddbe14fe40456d29df11bd9fc879a554b333d1e8
707,-r3.-d2.r2.-f3.-d0.-f1.r1.f0.d3.-f3.-f1.d0.f0.r1.r2.-f2.-r3.-r2.f1.r3.-f1.r2.-f2.-r0.f0.d0.-f0.f2.-d2.-r2.-r1.-d3.f3.d1.-f3.-d3.f2.d2.-f2.-d0.d3.r1.d0.f3.d2.-f3,levtsvetnoy/beam-search-with-touch-bfs-radius-sweep,14,cayleypy_public/output/solutions/all_solutions.csv,2,original,dac1f12716f581cdd15078499d8d8a4a232ad95925940ccb0aeeec0a6673e238
707,r3.-f1.d1.-f3.f0.-r3.f2.-d2.-r3.d0.-r2.f0.f2.d3.-d0.-r1.-d0.-r0.f0.r1.-f0.d0.r1.-d3.r1.-f3.-r3.f3.-r2.d2.d1.r2.d3.r0.r1.-f0.-f3.-d1.-f3.d1.-f2.-f1.d3.f3.r1.f2.r1.-f2.r1.r1,levtsvetnoy/beam-search-with-touch-bfs-radius-sweep,2,cayleypy_public/output/solutions/all_solutions.csv,5,original,686ab22008d220cbaa87691f98ba14d47960b6021e1b3954a37053c6583b1ed5
708,f0.d1.-d3.-r3.f0.-r1.r3.-d3.r0.-f0.-d1.-f0.-r2.f1.r2.-r3.-f2.-r3.f2.-d2.f2.-f1.-d3.-r2.d3.f0.d2.-r0.f1.r0.-d3.f1.d3.f1.-d2.f1.-r1.-d1.f1.d1.-d3.r1.d3.f1.-d2.-d3.-r2.-f1.r2,levtsvetnoy/beam-search-with-touch-bfs-radius-sweep,1,cayleypy_public/output/solutions/all_solutions.csv,2,original,5e531dfef4bdbcabd86a631b0383fd2dc5b7fd6d86d9a940b6b86f84b4758cbe
